n;Task1;Task2;Task3
8041;4;24123;129315362
8042;4;24126;129347528
8043;4;24129;129379698
8044;4;24132;129411872
8045;4;24135;129444050
8046;4;24138;129476232
8047;4;24141;129508418
8048;4;24144;129540608
8049;4;24147;129572802
8050;4;24150;129605000
8051;4;24153;129637202
8052;4;24156;129669408
8053;4;24159;129701618
8054;4;24162;129733832
8055;4;24165;129766050
8056;4;24168;129798272
8057;4;24171;129830498
8058;4;24174;129862728
8059;4;24177;129894962
8060;4;24180;129927200
8061;4;24183;129959442
8062;4;24186;129991688
8063;4;24189;130023938
8064;4;24192;130056192
8065;4;24195;130088450
8066;4;24198;130120712
8067;4;24201;130152978
8068;4;24204;130185248
8069;4;24207;130217522
8070;4;24210;130249800
8071;4;24213;130282082
8072;4;24216;130314368
8073;4;24219;130346658
8074;4;24222;130378952
8075;4;24225;130411250
8076;4;24228;130443552
8077;4;24231;130475858
8078;4;24234;130508168
8079;4;24237;130540482
8080;4;24240;130572800
8081;4;24243;130605122
8082;4;24246;130637448
8083;4;24249;130669778
8084;4;24252;130702112
8085;4;24255;130734450
8086;4;24258;130766792
8087;4;24261;130799138
8088;4;24264;130831488
8089;4;24267;130863842
8090;4;24270;130896200
8091;4;24273;130928562
8092;4;24276;130960928
8093;4;24279;130993298
8094;4;24282;131025672
8095;4;24285;131058050
8096;4;24288;131090432
8097;4;24291;131122818
8098;4;24294;131155208
8099;4;24297;131187602
8100;4;24300;131220000
8101;4;24303;131252402
8102;4;24306;131284808
8103;4;24309;131317218
8104;4;24312;131349632
8105;4;24315;131382050
8106;4;24318;131414472
8107;4;24321;131446898
8108;4;24324;131479328
8109;4;24327;131511762
8110;4;24330;131544200
8111;4;24333;131576642
8112;4;24336;131609088
8113;4;24339;131641538
8114;4;24342;131673992
8115;4;24345;131706450
8116;4;24348;131738912
8117;4;24351;131771378
8118;4;24354;131803848
8119;4;24357;131836322
8120;4;24360;131868800
8121;4;24363;131901282
8122;4;24366;131933768
8123;4;24369;131966258
8124;4;24372;131998752
8125;4;24375;132031250
8126;4;24378;132063752
8127;4;24381;132096258
8128;4;24384;132128768
8129;4;24387;132161282
8130;4;24390;132193800
8131;4;24393;132226322
8132;4;24396;132258848
8133;4;24399;132291378
8134;4;24402;132323912
8135;4;24405;132356450
8136;4;24408;132388992
8137;4;24411;132421538
8138;4;24414;132454088
8139;4;24417;132486642
8140;4;24420;132519200
8141;4;24423;132551762
8142;4;24426;132584328
8143;4;24429;132616898
8144;4;24432;132649472
8145;4;24435;132682050
8146;4;24438;132714632
8147;4;24441;132747218
8148;4;24444;132779808
8149;4;24447;132812402
8150;4;24450;132845000
8151;4;24453;132877602
8152;4;24456;132910208
8153;4;24459;132942818
8154;4;24462;132975432
8155;4;24465;133008050
8156;4;24468;133040672
8157;4;24471;133073298
8158;4;24474;133105928
8159;4;24477;133138562
8160;4;24480;133171200
8161;4;24483;133203842
8162;4;24486;133236488
8163;4;24489;133269138
8164;4;24492;133301792
8165;4;24495;133334450
8166;4;24498;133367112
8167;4;24501;133399778
8168;4;24504;133432448
8169;4;24507;133465122
8170;4;24510;133497800
8171;4;24513;133530482
8172;4;24516;133563168
8173;4;24519;133595858
8174;4;24522;133628552
8175;4;24525;133661250
8176;4;24528;133693952
8177;4;24531;133726658
8178;4;24534;133759368
8179;4;24537;133792082
8180;4;24540;133824800
8181;4;24543;133857522
8182;4;24546;133890248
8183;4;24549;133922978
8184;4;24552;133955712
8185;4;24555;133988450
8186;4;24558;134021192
8187;4;24561;134053938
8188;4;24564;134086688
8189;4;24567;134119442
8190;4;24570;134152200
8191;4;24573;134184962
8192;4;24576;134217728
8193;4;24579;134250498
8194;4;24582;134283272
8195;4;24585;134316050
8196;4;24588;134348832
8197;4;24591;134381618
8198;4;24594;134414408
8199;4;24597;134447202
8200;4;24600;134480000
8201;4;24603;134512802
8202;4;24606;134545608
8203;4;24609;134578418
8204;4;24612;134611232
8205;4;24615;134644050
8206;4;24618;134676872
8207;4;24621;134709698
8208;4;24624;134742528
8209;4;24627;134775362
8210;4;24630;134808200
8211;4;24633;134841042
8212;4;24636;134873888
8213;4;24639;134906738
8214;4;24642;134939592
8215;4;24645;134972450
8216;4;24648;135005312
8217;4;24651;135038178
8218;4;24654;135071048
8219;4;24657;135103922
8220;4;24660;135136800
8221;4;24663;135169682
8222;4;24666;135202568
8223;4;24669;135235458
8224;4;24672;135268352
8225;4;24675;135301250
8226;4;24678;135334152
8227;4;24681;135367058
8228;4;24684;135399968
8229;4;24687;135432882
8230;4;24690;135465800
8231;4;24693;135498722
8232;4;24696;135531648
8233;4;24699;135564578
8234;4;24702;135597512
8235;4;24705;135630450
8236;4;24708;135663392
8237;4;24711;135696338
8238;4;24714;135729288
8239;4;24717;135762242
8240;4;24720;135795200
8241;4;24723;135828162
8242;4;24726;135861128
8243;4;24729;135894098
8244;4;24732;135927072
8245;4;24735;135960050
8246;4;24738;135993032
8247;4;24741;136026018
8248;4;24744;136059008
8249;4;24747;136092002
8250;4;24750;136125000
8251;4;24753;136158002
8252;4;24756;136191008
8253;4;24759;136224018
8254;4;24762;136257032
8255;4;24765;136290050
8256;4;24768;136323072
8257;4;24771;136356098
8258;4;24774;136389128
8259;4;24777;136422162
8260;4;24780;136455200
8261;4;24783;136488242
8262;4;24786;136521288
8263;4;24789;136554338
8264;4;24792;136587392
8265;4;24795;136620450
8266;4;24798;136653512
8267;4;24801;136686578
8268;4;24804;136719648
8269;4;24807;136752722
8270;4;24810;136785800
8271;4;24813;136818882
8272;4;24816;136851968
8273;4;24819;136885058
8274;4;24822;136918152
8275;4;24825;136951250
8276;4;24828;136984352
8277;4;24831;137017458
8278;4;24834;137050568
8279;4;24837;137083682
8280;4;24840;137116800
8281;4;24843;137149922
8282;4;24846;137183048
8283;4;24849;137216178
8284;4;24852;137249312
8285;4;24855;137282450
8286;4;24858;137315592
8287;4;24861;137348738
8288;4;24864;137381888
8289;4;24867;137415042
8290;4;24870;137448200
8291;4;24873;137481362
8292;4;24876;137514528
8293;4;24879;137547698
8294;4;24882;137580872
8295;4;24885;137614050
8296;4;24888;137647232
8297;4;24891;137680418
8298;4;24894;137713608
8299;4;24897;137746802
8300;4;24900;137780000
8301;4;24903;137813202
8302;4;24906;137846408
8303;4;24909;137879618
8304;4;24912;137912832
8305;4;24915;137946050
8306;4;24918;137979272
8307;4;24921;138012498
8308;4;24924;138045728
8309;4;24927;138078962
8310;4;24930;138112200
8311;4;24933;138145442
8312;4;24936;138178688
8313;4;24939;138211938
8314;4;24942;138245192
8315;4;24945;138278450
8316;4;24948;138311712
8317;4;24951;138344978
8318;4;24954;138378248
8319;4;24957;138411522
8320;4;24960;138444800
8321;4;24963;138478082
8322;4;24966;138511368
8323;4;24969;138544658
8324;4;24972;138577952
8325;4;24975;138611250
8326;4;24978;138644552
8327;4;24981;138677858
8328;4;24984;138711168
8329;4;24987;138744482
8330;4;24990;138777800
8331;4;24993;138811122
8332;4;24996;138844448
8333;4;24999;138877778
8334;4;25002;138911112
8335;4;25005;138944450
8336;4;25008;138977792
8337;4;25011;139011138
8338;4;25014;139044488
8339;4;25017;139077842
8340;4;25020;139111200
8341;4;25023;139144562
8342;4;25026;139177928
8343;4;25029;139211298
8344;4;25032;139244672
8345;4;25035;139278050
8346;4;25038;139311432
8347;4;25041;139344818
8348;4;25044;139378208
8349;4;25047;139411602
8350;4;25050;139445000
8351;4;25053;139478402
8352;4;25056;139511808
8353;4;25059;139545218
8354;4;25062;139578632
8355;4;25065;139612050
8356;4;25068;139645472
8357;4;25071;139678898
8358;4;25074;139712328
8359;4;25077;139745762
8360;4;25080;139779200
8361;4;25083;139812642
8362;4;25086;139846088
8363;4;25089;139879538
8364;4;25092;139912992
8365;4;25095;139946450
8366;4;25098;139979912
8367;4;25101;140013378
8368;4;25104;140046848
8369;4;25107;140080322
8370;4;25110;140113800
8371;4;25113;140147282
8372;4;25116;140180768
8373;4;25119;140214258
8374;4;25122;140247752
8375;4;25125;140281250
8376;4;25128;140314752
8377;4;25131;140348258
8378;4;25134;140381768
8379;4;25137;140415282
8380;4;25140;140448800
8381;4;25143;140482322
8382;4;25146;140515848
8383;4;25149;140549378
8384;4;25152;140582912
8385;4;25155;140616450
8386;4;25158;140649992
8387;4;25161;140683538
8388;4;25164;140717088
8389;4;25167;140750642
8390;4;25170;140784200
8391;4;25173;140817762
8392;4;25176;140851328
8393;4;25179;140884898
8394;4;25182;140918472
8395;4;25185;140952050
8396;4;25188;140985632
8397;4;25191;141019218
8398;4;25194;141052808
8399;4;25197;141086402
8400;4;25200;141120000
8401;4;25203;141153602
8402;4;25206;141187208
8403;4;25209;141220818
8404;4;25212;141254432
8405;4;25215;141288050
8406;4;25218;141321672
8407;4;25221;141355298
8408;4;25224;141388928
8409;4;25227;141422562
8410;4;25230;141456200
8411;4;25233;141489842
8412;4;25236;141523488
8413;4;25239;141557138
8414;4;25242;141590792
8415;4;25245;141624450
8416;4;25248;141658112
8417;4;25251;141691778
8418;4;25254;141725448
8419;4;25257;141759122
8420;4;25260;141792800
8421;4;25263;141826482
8422;4;25266;141860168
8423;4;25269;141893858
8424;4;25272;141927552
8425;4;25275;141961250
8426;4;25278;141994952
8427;4;25281;142028658
8428;4;25284;142062368
8429;4;25287;142096082
8430;4;25290;142129800
8431;4;25293;142163522
8432;4;25296;142197248
8433;4;25299;142230978
8434;4;25302;142264712
8435;4;25305;142298450
8436;4;25308;142332192
8437;4;25311;142365938
8438;4;25314;142399688
8439;4;25317;142433442
8440;4;25320;142467200
8441;4;25323;142500962
8442;4;25326;142534728
8443;4;25329;142568498
8444;4;25332;142602272
8445;4;25335;142636050
8446;4;25338;142669832
8447;4;25341;142703618
8448;4;25344;142737408
8449;4;25347;142771202
8450;4;25350;142805000
8451;4;25353;142838802
8452;4;25356;142872608
8453;4;25359;142906418
8454;4;25362;142940232
8455;4;25365;142974050
8456;4;25368;143007872
8457;4;25371;143041698
8458;4;25374;143075528
8459;4;25377;143109362
8460;4;25380;143143200
8461;4;25383;143177042
8462;4;25386;143210888
8463;4;25389;143244738
8464;4;25392;143278592
8465;4;25395;143312450
8466;4;25398;143346312
8467;4;25401;143380178
8468;4;25404;143414048
8469;4;25407;143447922
8470;4;25410;143481800
8471;4;25413;143515682
8472;4;25416;143549568
8473;4;25419;143583458
8474;4;25422;143617352
8475;4;25425;143651250
8476;4;25428;143685152
8477;4;25431;143719058
8478;4;25434;143752968
8479;4;25437;143786882
8480;4;25440;143820800
8481;4;25443;143854722
8482;4;25446;143888648
8483;4;25449;143922578
8484;4;25452;143956512
8485;4;25455;143990450
8486;4;25458;144024392
8487;4;25461;144058338
8488;4;25464;144092288
8489;4;25467;144126242
8490;4;25470;144160200
8491;4;25473;144194162
8492;4;25476;144228128
8493;4;25479;144262098
8494;4;25482;144296072
8495;4;25485;144330050
8496;4;25488;144364032
8497;4;25491;144398018
8498;4;25494;144432008
8499;4;25497;144466002
8500;4;25500;144500000
8501;4;25503;144534002
8502;4;25506;144568008
8503;4;25509;144602018
8504;4;25512;144636032
8505;4;25515;144670050
8506;4;25518;144704072
8507;4;25521;144738098
8508;4;25524;144772128
8509;4;25527;144806162
8510;4;25530;144840200
8511;4;25533;144874242
8512;4;25536;144908288
8513;4;25539;144942338
8514;4;25542;144976392
8515;4;25545;145010450
8516;4;25548;145044512
8517;4;25551;145078578
8518;4;25554;145112648
8519;4;25557;145146722
8520;4;25560;145180800
8521;4;25563;145214882
8522;4;25566;145248968
8523;4;25569;145283058
8524;4;25572;145317152
8525;4;25575;145351250
8526;4;25578;145385352
8527;4;25581;145419458
8528;4;25584;145453568
8529;4;25587;145487682
8530;4;25590;145521800
8531;4;25593;145555922
8532;4;25596;145590048
8533;4;25599;145624178
8534;4;25602;145658312
8535;4;25605;145692450
8536;4;25608;145726592
8537;4;25611;145760738
8538;4;25614;145794888
8539;4;25617;145829042
8540;4;25620;145863200
8541;4;25623;145897362
8542;4;25626;145931528
8543;4;25629;145965698
8544;4;25632;145999872
8545;4;25635;146034050
8546;4;25638;146068232
8547;4;25641;146102418
8548;4;25644;146136608
8549;4;25647;146170802
8550;4;25650;146205000
8551;4;25653;146239202
8552;4;25656;146273408
8553;4;25659;146307618
8554;4;25662;146341832
8555;4;25665;146376050
8556;4;25668;146410272
8557;4;25671;146444498
8558;4;25674;146478728
8559;4;25677;146512962
8560;4;25680;146547200
8561;4;25683;146581442
8562;4;25686;146615688
8563;4;25689;146649938
8564;4;25692;146684192
8565;4;25695;146718450
8566;4;25698;146752712
8567;4;25701;146786978
8568;4;25704;146821248
8569;4;25707;146855522
8570;4;25710;146889800
8571;4;25713;146924082
8572;4;25716;146958368
8573;4;25719;146992658
8574;4;25722;147026952
8575;4;25725;147061250
8576;4;25728;147095552
8577;4;25731;147129858
8578;4;25734;147164168
8579;4;25737;147198482
8580;4;25740;147232800
8581;4;25743;147267122
8582;4;25746;147301448
8583;4;25749;147335778
8584;4;25752;147370112
8585;4;25755;147404450
8586;4;25758;147438792
8587;4;25761;147473138
8588;4;25764;147507488
8589;4;25767;147541842
8590;4;25770;147576200
8591;4;25773;147610562
8592;4;25776;147644928
8593;4;25779;147679298
8594;4;25782;147713672
8595;4;25785;147748050
8596;4;25788;147782432
8597;4;25791;147816818
8598;4;25794;147851208
8599;4;25797;147885602
8600;4;25800;147920000
8601;4;25803;147954402
8602;4;25806;147988808
8603;4;25809;148023218
8604;4;25812;148057632
8605;4;25815;148092050
8606;4;25818;148126472
8607;4;25821;148160898
8608;4;25824;148195328
8609;4;25827;148229762
8610;4;25830;148264200
8611;4;25833;148298642
8612;4;25836;148333088
8613;4;25839;148367538
8614;4;25842;148401992
8615;4;25845;148436450
8616;4;25848;148470912
8617;4;25851;148505378
8618;4;25854;148539848
8619;4;25857;148574322
8620;4;25860;148608800
8621;4;25863;148643282
8622;4;25866;148677768
8623;4;25869;148712258
8624;4;25872;148746752
8625;4;25875;148781250
8626;4;25878;148815752
8627;4;25881;148850258
8628;4;25884;148884768
8629;4;25887;148919282
8630;4;25890;148953800
8631;4;25893;148988322
8632;4;25896;149022848
8633;4;25899;149057378
8634;4;25902;149091912
8635;4;25905;149126450
8636;4;25908;149160992
8637;4;25911;149195538
8638;4;25914;149230088
8639;4;25917;149264642
8640;4;25920;149299200
8641;4;25923;149333762
8642;4;25926;149368328
8643;4;25929;149402898
8644;4;25932;149437472
8645;4;25935;149472050
8646;4;25938;149506632
8647;4;25941;149541218
8648;4;25944;149575808
8649;4;25947;149610402
8650;4;25950;149645000
8651;4;25953;149679602
8652;4;25956;149714208
8653;4;25959;149748818
8654;4;25962;149783432
8655;4;25965;149818050
8656;4;25968;149852672
8657;4;25971;149887298
8658;4;25974;149921928
8659;4;25977;149956562
8660;4;25980;149991200
8661;4;25983;150025842
8662;4;25986;150060488
8663;4;25989;150095138
8664;4;25992;150129792
8665;4;25995;150164450
8666;4;25998;150199112
8667;4;26001;150233778
8668;4;26004;150268448
8669;4;26007;150303122
8670;4;26010;150337800
8671;4;26013;150372482
8672;4;26016;150407168
8673;4;26019;150441858
8674;4;26022;150476552
8675;4;26025;150511250
8676;4;26028;150545952
8677;4;26031;150580658
8678;4;26034;150615368
8679;4;26037;150650082
8680;4;26040;150684800
8681;4;26043;150719522
8682;4;26046;150754248
8683;4;26049;150788978
8684;4;26052;150823712
8685;4;26055;150858450
8686;4;26058;150893192
8687;4;26061;150927938
8688;4;26064;150962688
8689;4;26067;150997442
8690;4;26070;151032200
8691;4;26073;151066962
8692;4;26076;151101728
8693;4;26079;151136498
8694;4;26082;151171272
8695;4;26085;151206050
8696;4;26088;151240832
8697;4;26091;151275618
8698;4;26094;151310408
8699;4;26097;151345202
8700;4;26100;151380000
8701;4;26103;151414802
8702;4;26106;151449608
8703;4;26109;151484418
8704;4;26112;151519232
8705;4;26115;151554050
8706;4;26118;151588872
8707;4;26121;151623698
8708;4;26124;151658528
8709;4;26127;151693362
8710;4;26130;151728200
8711;4;26133;151763042
8712;4;26136;151797888
8713;4;26139;151832738
8714;4;26142;151867592
8715;4;26145;151902450
8716;4;26148;151937312
8717;4;26151;151972178
8718;4;26154;152007048
8719;4;26157;152041922
8720;4;26160;152076800
8721;4;26163;152111682
8722;4;26166;152146568
8723;4;26169;152181458
8724;4;26172;152216352
8725;4;26175;152251250
8726;4;26178;152286152
8727;4;26181;152321058
8728;4;26184;152355968
8729;4;26187;152390882
8730;4;26190;152425800
8731;4;26193;152460722
8732;4;26196;152495648
8733;4;26199;152530578
8734;4;26202;152565512
8735;4;26205;152600450
8736;4;26208;152635392
8737;4;26211;152670338
8738;4;26214;152705288
8739;4;26217;152740242
8740;4;26220;152775200
8741;4;26223;152810162
8742;4;26226;152845128
8743;4;26229;152880098
8744;4;26232;152915072
8745;4;26235;152950050
8746;4;26238;152985032
8747;4;26241;153020018
8748;4;26244;153055008
8749;4;26247;153090002
8750;4;26250;153125000
8751;4;26253;153160002
8752;4;26256;153195008
8753;4;26259;153230018
8754;4;26262;153265032
8755;4;26265;153300050
8756;4;26268;153335072
8757;4;26271;153370098
8758;4;26274;153405128
8759;4;26277;153440162
8760;4;26280;153475200
8761;4;26283;153510242
8762;4;26286;153545288
8763;4;26289;153580338
8764;4;26292;153615392
8765;4;26295;153650450
8766;4;26298;153685512
8767;4;26301;153720578
8768;4;26304;153755648
8769;4;26307;153790722
8770;4;26310;153825800
8771;4;26313;153860882
8772;4;26316;153895968
8773;4;26319;153931058
8774;4;26322;153966152
8775;4;26325;154001250
8776;4;26328;154036352
8777;4;26331;154071458
8778;4;26334;154106568
8779;4;26337;154141682
8780;4;26340;154176800
8781;4;26343;154211922
8782;4;26346;154247048
8783;4;26349;154282178
8784;4;26352;154317312
8785;4;26355;154352450
8786;4;26358;154387592
8787;4;26361;154422738
8788;4;26364;154457888
8789;4;26367;154493042
8790;4;26370;154528200
8791;4;26373;154563362
8792;4;26376;154598528
8793;4;26379;154633698
8794;4;26382;154668872
8795;4;26385;154704050
8796;4;26388;154739232
8797;4;26391;154774418
8798;4;26394;154809608
8799;4;26397;154844802
8800;4;26400;154880000
8801;4;26403;154915202
8802;4;26406;154950408
8803;4;26409;154985618
8804;4;26412;155020832
8805;4;26415;155056050
8806;4;26418;155091272
8807;4;26421;155126498
8808;4;26424;155161728
8809;4;26427;155196962
8810;4;26430;155232200
8811;4;26433;155267442
8812;4;26436;155302688
8813;4;26439;155337938
8814;4;26442;155373192
8815;4;26445;155408450
8816;4;26448;155443712
8817;4;26451;155478978
8818;4;26454;155514248
8819;4;26457;155549522
8820;4;26460;155584800
8821;4;26463;155620082
8822;4;26466;155655368
8823;4;26469;155690658
8824;4;26472;155725952
8825;4;26475;155761250
8826;4;26478;155796552
8827;4;26481;155831858
8828;4;26484;155867168
8829;4;26487;155902482
8830;4;26490;155937800
8831;4;26493;155973122
8832;4;26496;156008448
8833;4;26499;156043778
8834;4;26502;156079112
8835;4;26505;156114450
8836;4;26508;156149792
8837;4;26511;156185138
8838;4;26514;156220488
8839;4;26517;156255842
8840;4;26520;156291200
8841;4;26523;156326562
8842;4;26526;156361928
8843;4;26529;156397298
8844;4;26532;156432672
8845;4;26535;156468050
8846;4;26538;156503432
8847;4;26541;156538818
8848;4;26544;156574208
8849;4;26547;156609602
8850;4;26550;156645000
8851;4;26553;156680402
8852;4;26556;156715808
8853;4;26559;156751218
8854;4;26562;156786632
8855;4;26565;156822050
8856;4;26568;156857472
8857;4;26571;156892898
8858;4;26574;156928328
8859;4;26577;156963762
8860;4;26580;156999200
8861;4;26583;157034642
8862;4;26586;157070088
8863;4;26589;157105538
8864;4;26592;157140992
8865;4;26595;157176450
8866;4;26598;157211912
8867;4;26601;157247378
8868;4;26604;157282848
8869;4;26607;157318322
8870;4;26610;157353800
8871;4;26613;157389282
8872;4;26616;157424768
8873;4;26619;157460258
8874;4;26622;157495752
8875;4;26625;157531250
8876;4;26628;157566752
8877;4;26631;157602258
8878;4;26634;157637768
8879;4;26637;157673282
8880;4;26640;157708800
8881;4;26643;157744322
8882;4;26646;157779848
8883;4;26649;157815378
8884;4;26652;157850912
8885;4;26655;157886450
8886;4;26658;157921992
8887;4;26661;157957538
8888;4;26664;157993088
8889;4;26667;158028642
8890;4;26670;158064200
8891;4;26673;158099762
8892;4;26676;158135328
8893;4;26679;158170898
8894;4;26682;158206472
8895;4;26685;158242050
8896;4;26688;158277632
8897;4;26691;158313218
8898;4;26694;158348808
8899;4;26697;158384402
8900;4;26700;158420000
8901;4;26703;158455602
8902;4;26706;158491208
8903;4;26709;158526818
8904;4;26712;158562432
8905;4;26715;158598050
8906;4;26718;158633672
8907;4;26721;158669298
8908;4;26724;158704928
8909;4;26727;158740562
8910;4;26730;158776200
8911;4;26733;158811842
8912;4;26736;158847488
8913;4;26739;158883138
8914;4;26742;158918792
8915;4;26745;158954450
8916;4;26748;158990112
8917;4;26751;159025778
8918;4;26754;159061448
8919;4;26757;159097122
8920;4;26760;159132800
8921;4;26763;159168482
8922;4;26766;159204168
8923;4;26769;159239858
8924;4;26772;159275552
8925;4;26775;159311250
8926;4;26778;159346952
8927;4;26781;159382658
8928;4;26784;159418368
8929;4;26787;159454082
8930;4;26790;159489800
8931;4;26793;159525522
8932;4;26796;159561248
8933;4;26799;159596978
8934;4;26802;159632712
8935;4;26805;159668450
8936;4;26808;159704192
8937;4;26811;159739938
8938;4;26814;159775688
8939;4;26817;159811442
8940;4;26820;159847200
8941;4;26823;159882962
8942;4;26826;159918728
8943;4;26829;159954498
8944;4;26832;159990272
8945;4;26835;160026050
8946;4;26838;160061832
8947;4;26841;160097618
8948;4;26844;160133408
8949;4;26847;160169202
8950;4;26850;160205000
8951;4;26853;160240802
8952;4;26856;160276608
8953;4;26859;160312418
8954;4;26862;160348232
8955;4;26865;160384050
8956;4;26868;160419872
8957;4;26871;160455698
8958;4;26874;160491528
8959;4;26877;160527362
8960;4;26880;160563200
8961;4;26883;160599042
8962;4;26886;160634888
8963;4;26889;160670738
8964;4;26892;160706592
8965;4;26895;160742450
8966;4;26898;160778312
8967;4;26901;160814178
8968;4;26904;160850048
8969;4;26907;160885922
8970;4;26910;160921800
8971;4;26913;160957682
8972;4;26916;160993568
8973;4;26919;161029458
8974;4;26922;161065352
8975;4;26925;161101250
8976;4;26928;161137152
8977;4;26931;161173058
8978;4;26934;161208968
8979;4;26937;161244882
8980;4;26940;161280800
8981;4;26943;161316722
8982;4;26946;161352648
8983;4;26949;161388578
8984;4;26952;161424512
8985;4;26955;161460450
8986;4;26958;161496392
8987;4;26961;161532338
8988;4;26964;161568288
8989;4;26967;161604242
8990;4;26970;161640200
8991;4;26973;161676162
8992;4;26976;161712128
8993;4;26979;161748098
8994;4;26982;161784072
8995;4;26985;161820050
8996;4;26988;161856032
8997;4;26991;161892018
8998;4;26994;161928008
8999;4;26997;161964002
9000;4;27000;162000000
9001;4;27003;162036002
9002;4;27006;162072008
9003;4;27009;162108018
9004;4;27012;162144032
9005;4;27015;162180050
9006;4;27018;162216072
9007;4;27021;162252098
9008;4;27024;162288128
9009;4;27027;162324162
9010;4;27030;162360200
9011;4;27033;162396242
9012;4;27036;162432288
9013;4;27039;162468338
9014;4;27042;162504392
9015;4;27045;162540450
9016;4;27048;162576512
9017;4;27051;162612578
9018;4;27054;162648648
9019;4;27057;162684722
9020;4;27060;162720800
9021;4;27063;162756882
9022;4;27066;162792968
9023;4;27069;162829058
9024;4;27072;162865152
9025;4;27075;162901250
9026;4;27078;162937352
9027;4;27081;162973458
9028;4;27084;163009568
9029;4;27087;163045682
9030;4;27090;163081800
9031;4;27093;163117922
9032;4;27096;163154048
9033;4;27099;163190178
9034;4;27102;163226312
9035;4;27105;163262450
9036;4;27108;163298592
9037;4;27111;163334738
9038;4;27114;163370888
9039;4;27117;163407042
9040;4;27120;163443200
9041;4;27123;163479362
9042;4;27126;163515528
9043;4;27129;163551698
9044;4;27132;163587872
9045;4;27135;163624050
9046;4;27138;163660232
9047;4;27141;163696418
9048;4;27144;163732608
9049;4;27147;163768802
9050;4;27150;163805000
9051;4;27153;163841202
9052;4;27156;163877408
9053;4;27159;163913618
9054;4;27162;163949832
9055;4;27165;163986050
9056;4;27168;164022272
9057;4;27171;164058498
9058;4;27174;164094728
9059;4;27177;164130962
9060;4;27180;164167200
9061;4;27183;164203442
9062;4;27186;164239688
9063;4;27189;164275938
9064;4;27192;164312192
9065;4;27195;164348450
9066;4;27198;164384712
9067;4;27201;164420978
9068;4;27204;164457248
9069;4;27207;164493522
9070;4;27210;164529800
9071;4;27213;164566082
9072;4;27216;164602368
9073;4;27219;164638658
9074;4;27222;164674952
9075;4;27225;164711250
9076;4;27228;164747552
9077;4;27231;164783858
9078;4;27234;164820168
9079;4;27237;164856482
9080;4;27240;164892800
9081;4;27243;164929122
9082;4;27246;164965448
9083;4;27249;165001778
9084;4;27252;165038112
9085;4;27255;165074450
9086;4;27258;165110792
9087;4;27261;165147138
9088;4;27264;165183488
9089;4;27267;165219842
9090;4;27270;165256200
9091;4;27273;165292562
9092;4;27276;165328928
9093;4;27279;165365298
9094;4;27282;165401672
9095;4;27285;165438050
9096;4;27288;165474432
9097;4;27291;165510818
9098;4;27294;165547208
9099;4;27297;165583602
9100;4;27300;165620000
9101;4;27303;165656402
9102;4;27306;165692808
9103;4;27309;165729218
9104;4;27312;165765632
9105;4;27315;165802050
9106;4;27318;165838472
9107;4;27321;165874898
9108;4;27324;165911328
9109;4;27327;165947762
9110;4;27330;165984200
9111;4;27333;166020642
9112;4;27336;166057088
9113;4;27339;166093538
9114;4;27342;166129992
9115;4;27345;166166450
9116;4;27348;166202912
9117;4;27351;166239378
9118;4;27354;166275848
9119;4;27357;166312322
9120;4;27360;166348800
9121;4;27363;166385282
9122;4;27366;166421768
9123;4;27369;166458258
9124;4;27372;166494752
9125;4;27375;166531250
9126;4;27378;166567752
9127;4;27381;166604258
9128;4;27384;166640768
9129;4;27387;166677282
9130;4;27390;166713800
9131;4;27393;166750322
9132;4;27396;166786848
9133;4;27399;166823378
9134;4;27402;166859912
9135;4;27405;166896450
9136;4;27408;166932992
9137;4;27411;166969538
9138;4;27414;167006088
9139;4;27417;167042642
9140;4;27420;167079200
9141;4;27423;167115762
9142;4;27426;167152328
9143;4;27429;167188898
9144;4;27432;167225472
9145;4;27435;167262050
9146;4;27438;167298632
9147;4;27441;167335218
9148;4;27444;167371808
9149;4;27447;167408402
9150;4;27450;167445000
9151;4;27453;167481602
9152;4;27456;167518208
9153;4;27459;167554818
9154;4;27462;167591432
9155;4;27465;167628050
9156;4;27468;167664672
9157;4;27471;167701298
9158;4;27474;167737928
9159;4;27477;167774562
9160;4;27480;167811200
9161;4;27483;167847842
9162;4;27486;167884488
9163;4;27489;167921138
9164;4;27492;167957792
9165;4;27495;167994450
9166;4;27498;168031112
9167;4;27501;168067778
9168;4;27504;168104448
9169;4;27507;168141122
9170;4;27510;168177800
9171;4;27513;168214482
9172;4;27516;168251168
9173;4;27519;168287858
9174;4;27522;168324552
9175;4;27525;168361250
9176;4;27528;168397952
9177;4;27531;168434658
9178;4;27534;168471368
9179;4;27537;168508082
9180;4;27540;168544800
9181;4;27543;168581522
9182;4;27546;168618248
9183;4;27549;168654978
9184;4;27552;168691712
9185;4;27555;168728450
9186;4;27558;168765192
9187;4;27561;168801938
9188;4;27564;168838688
9189;4;27567;168875442
9190;4;27570;168912200
9191;4;27573;168948962
9192;4;27576;168985728
9193;4;27579;169022498
9194;4;27582;169059272
9195;4;27585;169096050
9196;4;27588;169132832
9197;4;27591;169169618
9198;4;27594;169206408
9199;4;27597;169243202
9200;4;27600;169280000
9201;4;27603;169316802
9202;4;27606;169353608
9203;4;27609;169390418
9204;4;27612;169427232
9205;4;27615;169464050
